data,região,instituição,1as_consultas,consultas_subsequentes,total_consultas,ano,mês,coordenadas,código_região
2019-07-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",183,91,274,2019,7,"-7.4981271,39.8212263",2
2019-08-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",13,18,31,2019,8,"-8.6956768,38.0162314",4
2019-08-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",443,284,727,2019,8,"-8.6543716,40.6362453",2
2019-08-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",8,5,13,2019,8,"-8.5404429,39.478072",3
2019-08-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",49,38,87,2019,8,"-8.6062881,41.1785642",1
2019-08-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,7890,7890,2019,8,"-8.6745115,41.1794456",1
2019-09-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",29,37,66,2019,9,"-7.8721227,38.014123",4
2019-09-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2019,9,"-7.9281554,37.0238973",5
2019-09-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",510,323,833,2019,9,"-8.6543716,40.6362453",2
2019-09-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1726,0,1726,2019,9,"-8.6172617,41.1472498",1
2019-10-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",372,67,439,2019,10,"-7.4922407,40.2804158",2
2019-10-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",230,68,298,2019,10,"-8.0827433,40.516364",2
2019-10-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",901,0,901,2019,10,"-7.7515252,41.3031784",1
2019-10-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",60,48,108,2019,10,"-8.6062881,41.1785642",1
2019-11-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",1216,632,1848,2019,11,"-7.9032848,38.5684861",4
2019-11-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",37,39,76,2019,11,"-7.8721227,38.014123",4
2019-11-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",405,68,473,2019,11,"-7.4922407,40.2804158",2
2019-11-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",13,11,24,2019,11,"-8.5404429,39.478072",3
2019-12-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",1280,663,1943,2019,12,"-7.9032848,38.5684861",4
2019-12-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",13,13,26,2019,12,"-8.5404429,39.478072",3
2019-12-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,11431,11431,2019,12,"-8.6745115,41.1794456",1
2020-01-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",0,0,0,2020,1,"-8.7982706,39.7414812",2
2020-01-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",190,71,261,2020,1,"-8.4098211,40.2191523",2
2020-01-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,32,0,32,2020,1,"-8.5933462,40.3470015",2
2020-01-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",32,17,49,2020,1,"-7.4981271,39.8212263",2
2020-01-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",29,0,29,2020,1,"-9.216985,38.708454",3
2020-01-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2020,1,"-8.8818638,38.5283754",3
2020-01-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2020,1,"-8.6010558,41.1831056",1
2020-02-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",56,4,60,2020,2,"-8.0827433,40.516364",2
2020-02-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",53,26,79,2020,2,"-7.4981271,39.8212263",2
2020-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",592,4,596,2020,2,"-9.1616116,38.7500861",3
2020-02-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2020,2,"-8.6010558,41.1831056",1
2020-02-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,1921,1921,2020,2,"-8.6745115,41.1794456",1
2020-03-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",118,56,174,2020,3,"-7.4263845,39.3003425",4
2020-03-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,78,0,78,2020,3,"-8.5933462,40.3470015",2
2020-03-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2020,3,"-8.6010558,41.1831056",1
2020-03-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",0,0,0,2020,3,"-8.5458794,40.9293884",1
2020-04-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",332,1844,2176,2020,4,"-7.8721227,38.014123",4
2020-04-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",98,24,122,2020,4,"-7.4922407,40.2804158",2
2020-04-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",79,93,172,2020,4,"-8.7982706,39.7414812",2
2020-04-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",139,114,253,2020,4,"-8.6543716,40.6362453",2
2020-04-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",76,39,115,2020,4,"-7.4981271,39.8212263",2
2020-04-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2020,4,"-9.1822554,38.6658713",3
2020-04-01,Região de Saúde Norte,"Hospital de Braga, EPE",2343,0,2343,2020,4,"-8.398982,41.56785",1
2020-05-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2020,5,"-8.8818638,38.5283754",3
2020-06-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",157,151,308,2020,6,"-8.6543716,40.6362453",2
2020-06-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",96,11,107,2020,6,"-8.0827433,40.516364",2
2020-06-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,101,4628,4729,2020,6,"-9.1460705,38.7569771",3
2020-06-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",24,55,79,2020,6,"-8.7589945,41.3828711",1
2020-06-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",58,33,91,2020,6,"-8.6062881,41.1785642",1
2020-07-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",192,223,415,2020,7,"-8.7982706,39.7414812",2
2020-07-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,86,0,86,2020,7,"-8.5933462,40.3470015",2
2020-07-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2020,7,"-8.8818638,38.5283754",3
2020-07-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,117,5600,5717,2020,7,"-9.1460705,38.7569771",3
2020-07-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2020,7,"-9.1822554,38.6658713",3
2020-08-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",558,3127,3685,2020,8,"-7.8721227,38.014123",4
2020-08-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",0,0,0,2020,8,"-8.6956768,38.0162314",4
2020-08-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",228,246,474,2020,8,"-8.7982706,39.7414812",2
2020-08-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1400,425,1825,2020,8,"-8.4098211,40.2191523",2
2020-08-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1245,0,1245,2020,8,"-8.6172617,41.1472498",1
2020-08-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",717,0,717,2020,8,"-8.5972617,41.1094138",1
2020-09-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",1139,224,1363,2020,9,"-7.9032848,38.5684861",4
2020-09-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2020,9,"-7.9281554,37.0238973",5
2020-09-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",250,266,516,2020,9,"-8.7982706,39.7414812",2
2020-09-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",207,286,493,2020,9,"-8.6543716,40.6362453",2
2020-09-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",182,34,216,2020,9,"-8.0827433,40.516364",2
2020-09-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",114,66,180,2020,9,"-7.4981271,39.8212263",2
2020-09-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1749,56,1805,2020,9,"-9.1616116,38.7500861",3
2020-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",617,3481,4098,2020,10,"-7.8721227,38.014123",4
2020-10-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",162,0,162,2020,10,"-9.216985,38.708454",3
2020-10-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2020,10,"-9.1822554,38.6658713",3
2020-10-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",234,203,437,2020,10,"-8.7589945,41.3828711",1
2020-10-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",83,57,140,2020,10,"-8.6062881,41.1785642",1
2020-11-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",635,3561,4196,2020,11,"-7.8721227,38.014123",4
2020-11-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",285,353,638,2020,11,"-8.7982706,39.7414812",2
2020-11-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2020,11,"-8.8818638,38.5283754",3
2020-11-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",3,18,21,2020,11,"-8.5404429,39.478072",3
2020-11-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,283,8639,8922,2020,11,"-9.1460705,38.7569771",3
2020-11-01,Região de Saúde Norte,"Hospital de Braga, EPE",4434,0,4434,2020,11,"-8.398982,41.56785",1
2020-11-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,8355,8355,2020,11,"-8.6745115,41.1794456",1
2020-12-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",308,370,678,2020,12,"-8.7982706,39.7414812",2
2020-12-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,122,0,122,2020,12,"-8.5933462,40.3470015",2
2020-12-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",14,3,17,2020,12,"-9.1822554,38.6658713",3
2020-12-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",348,271,619,2020,12,"-8.7589945,41.3828711",1
2020-12-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",646,2,648,2020,12,"-7.7515252,41.3031784",1
2020-12-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",89,67,156,2020,12,"-8.6062881,41.1785642",1
2021-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",11,10,21,2021,1,"-7.4263845,39.3003425",4
2021-01-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2021,1,"-7.9281554,37.0238973",5
2021-01-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",34,33,67,2021,1,"-8.6543716,40.6362453",2
2021-01-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",1244,3002,4246,2021,1,"-9.1258493,39.4054629",3
2021-01-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",0,11,11,2021,1,"-8.6937515,39.2410946",3
2021-01-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",53,30,83,2021,1,"-8.7589945,41.3828711",1
2021-01-01,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE",53,0,53,2021,1,"-8.3086907,41.4387173",1
2021-01-01,Região de Saúde Norte,"Hospital de Braga, EPE",28,0,28,2021,1,"-8.398982,41.56785",1
2021-01-01,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE",0,2200,2200,2021,1,"-8.6649823,41.1764649",1
2021-01-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,775,775,2021,1,"-8.6745115,41.1794456",1
2021-02-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",29,28,57,2021,2,"-7.4263845,39.3003425",4
2021-02-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",2145,6568,8713,2021,2,"-7.4922407,40.2804158",2
2021-02-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",15,0,15,2021,2,"-9.216985,38.708454",3
2021-02-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2021,2,"-8.6010558,41.1831056",1
2021-02-01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE",7,104,111,2021,2,"-8.4802503,41.3423984",1
2021-02-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",40,11,51,2021,2,"-8.5458794,40.9293884",1
2021-03-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",115,109,224,2021,3,"-8.6543716,40.6362453",2
2021-03-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",7649,52358,60007,2021,3,"-8.4098211,40.2191523",2
2021-03-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",56,13,69,2021,3,"-8.5458794,40.9293884",1
2021-03-01,Região de Saúde Norte,"Hospital de Braga, EPE",55,0,55,2021,3,"-8.398982,41.56785",1
2021-04-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",10577,69421,79998,2021,4,"-8.4098211,40.2191523",2
2021-04-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2021,4,"-8.6010558,41.1831056",1
2021-04-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",56,13,69,2021,4,"-8.5458794,40.9293884",1
2021-04-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",23,15,38,2021,4,"-8.6062881,41.1785642",1
2021-05-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",11,0,11,2021,5,"-8.6956768,38.0162314",4
2021-05-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",104,67,171,2021,5,"-7.4263845,39.3003425",4
2021-05-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",3,44,47,2021,5,"-9.0592392,38.6554005",3
2021-05-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1416,362,1778,2021,5,"-9.1616116,38.7500861",3
2021-05-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2021,5,"-8.6010558,41.1831056",1
2021-05-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",436,0,436,2021,5,"-8.5972617,41.1094138",1
2021-05-01,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE",0,2200,2200,2021,5,"-8.6649823,41.1764649",1
2021-05-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",32,25,57,2021,5,"-8.6062881,41.1785642",1
2021-05-01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE",1,0,1,2021,5,"-8.8252713,41.7056054",1
2021-06-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",584,73,657,2021,6,"-7.9032848,38.5684861",4
2021-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",885,965,1850,2021,6,"-7.8721227,38.014123",4
2021-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",125,79,204,2021,6,"-7.4263845,39.3003425",4
2021-06-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",3875,18620,22495,2021,6,"-9.1258493,39.4054629",3
2021-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1758,527,2285,2021,6,"-9.1616116,38.7500861",3
2021-06-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",0,0,0,2021,6,"-8.5404429,39.478072",3
2021-06-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1022,0,1022,2021,6,"-8.6172617,41.1472498",1
2021-06-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",511,0,511,2021,6,"-8.5972617,41.1094138",1
2021-06-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,4795,4795,2021,6,"-8.6745115,41.1794456",1
2021-06-01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE",1,0,1,2021,6,"-8.8252713,41.7056054",1
2021-07-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",664,82,746,2021,7,"-7.9032848,38.5684861",4
2021-07-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",1068,1064,2132,2021,7,"-7.8721227,38.014123",4
2021-07-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2021,7,"-7.9281554,37.0238973",5
2021-07-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",19786,85812,105598,2021,7,"-8.4098211,40.2191523",2
2021-07-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2021,7,"-8.6010558,41.1831056",1
2021-07-01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE",67,627,694,2021,7,"-8.4802503,41.3423984",1
2021-07-01,Região de Saúde Norte,"Hospital de Braga, EPE",312,0,312,2021,7,"-8.398982,41.56785",1
2021-07-01,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE",0,2200,2200,2021,7,"-8.6649823,41.1764649",1
2021-07-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,5583,5583,2021,7,"-8.6745115,41.1794456",1
2021-08-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",749,91,840,2021,8,"-7.9032848,38.5684861",4
2021-08-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2021,8,"-7.9281554,37.0238973",5
2021-08-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",212,151,363,2021,8,"-8.7982706,39.7414812",2
2021-08-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",7,75,82,2021,8,"-9.0592392,38.6554005",3
2021-08-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",529,370,899,2021,8,"-8.8818638,38.5283754",3
2021-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2629,632,3261,2021,8,"-9.1616116,38.7500861",3
2021-08-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",2,65,67,2021,8,"-9.2264834,38.7422257",3
2021-08-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1648,0,1648,2021,8,"-8.6172617,41.1472498",1
2021-08-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",58,13,71,2021,8,"-8.5458794,40.9293884",1
2021-09-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",830,105,935,2021,9,"-7.9032848,38.5684861",4
2021-09-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",239,169,408,2021,9,"-8.7982706,39.7414812",2
2021-09-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",284,268,552,2021,9,"-8.6543716,40.6362453",2
2021-09-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",171,52,223,2021,9,"-8.0827433,40.516364",2
2021-09-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",9,82,91,2021,9,"-9.0592392,38.6554005",3
2021-09-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",598,387,985,2021,9,"-8.8818638,38.5283754",3
2021-09-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",533,5270,5803,2021,9,"-9.1822554,38.6658713",3
2021-09-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",959,0,959,2021,9,"-8.5972617,41.1094138",1
2021-09-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",76,60,136,2021,9,"-8.6062881,41.1785642",1
2021-10-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2021,10,"-7.9281554,37.0238973",5
2021-10-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",9,94,103,2021,10,"-9.0592392,38.6554005",3
2021-10-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",141,0,141,2021,10,"-9.216985,38.708454",3
2021-10-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,470,7686,8156,2021,10,"-9.1460705,38.7569771",3
2021-10-01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE",97,2114,2211,2021,10,"-8.4802503,41.3423984",1
2021-10-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",2090,0,2090,2021,10,"-8.6172617,41.1472498",1
2021-10-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",438,311,749,2021,10,"-8.7589945,41.3828711",1
2021-10-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1099,0,1099,2021,10,"-8.5972617,41.1094138",1
2021-10-01,Região de Saúde Norte,"Hospital de Braga, EPE",497,0,497,2021,10,"-8.398982,41.56785",1
2021-11-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",228,140,368,2021,11,"-7.4263845,39.3003425",4
2021-11-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",165,0,165,2021,11,"-9.216985,38.708454",3
2021-11-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2021,11,"-8.6010558,41.1831056",1
2021-12-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2021,12,"-7.9281554,37.0238973",5
2021-12-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",9830,23221,33051,2021,12,"-7.4922407,40.2804158",2
2021-12-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",31425,119546,150971,2021,12,"-8.4098211,40.2191523",2
2021-12-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",750,460,1210,2021,12,"-8.8818638,38.5283754",3
2021-12-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,584,9193,9777,2021,12,"-9.1460705,38.7569771",3
2021-12-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",2605,0,2605,2021,12,"-8.6172617,41.1472498",1
2021-12-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",264,93,357,2021,12,"-8.5458794,40.9293884",1
2021-12-01,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE",1293,0,1293,2021,12,"-8.3086907,41.4387173",1
2021-12-01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE",21,17,38,2021,12,"-8.8252713,41.7056054",1
2022-01-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",703,1560,2263,2022,1,"-7.4922407,40.2804158",2
2022-01-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",245,191,436,2022,1,"-8.4098211,40.2191523",2
2022-01-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",30,8,38,2022,1,"-8.0827433,40.516364",2
2022-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",388,211,599,2022,1,"-9.1371248,38.7166948",3
2022-01-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",47,157,204,2022,1,"-9.216985,38.708454",3
2022-01-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",63,40,103,2022,1,"-8.8818638,38.5283754",3
2022-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",418,77,495,2022,1,"-9.1616116,38.7500861",3
2022-01-01,Região de Saúde Norte,"Hospital de Braga, EPE",69,0,69,2022,1,"-8.398982,41.56785",1
2022-01-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",14,10,24,2022,1,"-8.6062881,41.1785642",1
2022-01-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,762,762,2022,1,"-8.6745115,41.1794456",1
2022-02-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",62,23,85,2022,2,"-8.0827433,40.516364",2
2022-02-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,5,0,5,2022,2,"-8.5933462,40.3470015",2
2022-02-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",131,0,131,2022,2,"-8.5972617,41.1094138",1
2022-03-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",548,327,875,2022,3,"-7.8721227,38.014123",4
2022-03-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2022,3,"-7.9281554,37.0238973",5
2022-03-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",335,293,628,2022,3,"-9.0592392,38.6554005",3
2022-03-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",0,0,0,2022,3,"-8.5404429,39.478072",3
2022-03-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",182,0,182,2022,3,"-8.5972617,41.1094138",1
2022-03-01,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE",324,0,324,2022,3,"-8.3086907,41.4387173",1
2022-04-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",470,61,531,2022,4,"-7.9032848,38.5684861",4
2022-04-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",280,27,307,2022,4,"-7.4263845,39.3003425",4
2022-04-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,19,0,19,2022,4,"-8.5933462,40.3470015",2
